label,binlabel,pixel117,pixel125,pixel143,pixel154,pixel263,pixel279,pixel289,pixel291,pixel295,pixel334,pixel354,pixel380,pixel381,pixel403,pixel408,pixel409,pixel436,pixel449,pixel459,pixel474,pixel480,pixel481,pixel482,pixel492,pixel503,pixel511,pixel528,pixel537,pixel555,pixel584,pixel593,pixel596,pixel598,pixel614,pixel622,pixel642,pixel670,pixel695,pixel706,pixel708,pixel709,pixel710,pixel712,pixel713,pixel714,pixel715,pixel716,pixel717,pixel718,pixel719,pixel720,pixel721,pixel722,pixel723,pixel724,pixel733,pixel745,pixel746,pixel748,pixel749,pixel750,pixel751
3,0,0,0,0,254,0,0,0,0,253,0,0,253,215,0,237,253,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,252,0,0,156,13,0,68,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,253,0,107,253,0,253,253,0,0,0,122,248,253,254,253,254,0,253,0,0,0,0,28,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,42,0,253,0,0,0,0,0,0,253,195,248,253,253,253,253,0,10,0,0,3,165,253,0,210,0,18,123,0,3,253,253,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,254,0,34,254,0,0,229,124,175,254,254,254,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,246,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,144,0,252,14,0,0,252,252,252,252,252,252,252,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,252,200,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,230,0,24,253,252,191,253,252,253,0,253,0,0,0,87,0,0,252,0,0,0,0,0,252,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,232,0,195,0,0,0,0,0,0,0,181,66,0,209,65,254,0,33,0,0,0,0,162,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,201,0,0,158,0,0,68,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,13,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,253,249,145,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,255,43,0,0,0,253,0,0,223,60,0,253,241,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,96,0,0,32,0,0,0,33,78,0,0,18,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,245,0,81,253,170,0,240,58,104,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,5,0,22,185,253,0,0,0,0,239,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,238,0,0,0,0,0,0,0,253,0,0,0,0,252,0,0,0,0,252,0,0,0,0,0,0,0,174,0,252,252,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,253,253,253,213,253,253,245,0,0,0,0,0,0,253,0,0,0,228,0,0,248,11,37,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,48,0,209,0,0,0,0,9,0,0,0,0,0,90,0,217,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,254,0,253,247,0,220,210,0,0,223,0,0,86,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,189,0,254,137,0,254,40,0,0,254,254,254,254,254,254,255,0,254,0,0,0,0,70,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,199,0,22,78,0,0,200,254,254,31,167,254,6,0,0,0,0,0,5,1,0,254,0,0,0,0,0,249,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,32,0,253,253,0,253,229,0,0,59,197,253,0,253,253,253,0,253,0,0,0,0,0,0,241,0,0,0,0,0,105,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,205,0,111,208,0,205,22,0,0,244,246,253,0,254,185,219,0,0,0,0,0,0,0,0,0,0,0,66,0,0,253,253,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,128,24,0,0,217,60,0,253,16,206,36,37,253,101,0,0,0,0,0,0,157,0,17,0,0,0,0,0,61,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,251,0,224,253,0,240,227,0,0,212,184,71,0,20,0,0,0,222,0,0,0,0,0,0,109,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,202,0,253,25,0,0,252,253,252,0,104,253,253,0,197,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,215,164,28,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,253,0,253,253,253,0,215,0,109,0,65,241,181,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,253,255,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,19,0,253,41,0,0,9,253,0,0,253,246,246,254,254,87,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,150,0,0,93,0,254,93,0,0,193,169,243,93,254,254,254,0,254,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,251,0,219,253,0,64,253,0,0,205,255,253,253,253,251,253,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,143,0,239,0,0,0,0,0,0,252,252,252,253,253,253,252,0,17,0,244,252,252,96,0,252,0,131,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,204,0,252,81,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,252,0,0,31,0,253,6,0,10,252,169,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,253,0,251,0,0,0,0,0,0,96,0,0,0,0,20,32,0,0,0,0,0,0,251,0,253,0,251,0,0,251,253,251,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,246,231,0,10,255,0,0,0,0,0,178,76,0,158,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,132,0,0,47,0,122,24,0,0,254,199,248,0,227,93,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,128,0,244,86,0,0,204,0,0,57,232,248,205,253,253,203,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,254,0,0,0,31,253,0,0,71,0,86,71,0,101,0,24,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,253,0,253,0,0,0,6,234,0,253,161,250,0,0,15,0,0,0,0,247,253,253,64,0,253,0,253,0,0,2,253,253,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,158,0,0,0,0,0,0,15,42,0,135,144,140,254,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,138,253,0,212,187,0,0,248,0,93,0,0,0,0,0,0,0,0,0,184,0,0,252,0,0,0,0,0,252,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,216,0,184,181,0,105,62,0,0,254,245,187,0,26,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,253,0,250,198,55,0,253,144,253,0,192,253,253,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,253,253,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,237,0,252,254,0,252,253,0,0,0,212,97,254,255,253,63,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,133,0,252,0,0,0,0,234,0,0,11,4,253,50,0,231,0,46,0,0,0,0,252,0,0,0,0,0,0,0,126,142,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,221,0,253,253,253,0,118,0,62,0,18,185,184,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,169,0,217,204,0,0,13,0,0,254,6,197,0,88,254,229,0,15,0,0,0,0,203,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,11,0,252,233,0,0,254,0,0,0,203,203,254,253,254,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,195,0,0,246,0,0,0,249,51,254,249,123,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,29,0,0,0,253,59,243,0,115,253,199,0,0,0,0,21,253,199,0,253,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,251,0,0,253,0,0,207,250,133,80,45,0,3,0,253,0,0,0,0,5,0,0,0,0,0,0,0,208,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,81,45,0,0,102,0,0,74,248,254,0,185,253,204,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,253,0,253,0,0,0,180,218,252,253,253,252,230,0,253,0,0,0,0,0,0,206,0,0,0,0,0,91,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,252,0,160,98,70,0,255,252,252,0,252,252,252,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,253,252,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,36,0,0,0,0,0,0,16,253,253,42,78,156,0,0,0,0,0,0,0,0,0,0,174,0,253,35,0,253,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,68,0,0,231,252,0,150,253,75,253,255,13,253,0,245,0,0,0,0,253,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,133,0,253,10,253,0,253,253,253,144,253,253,253,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,253,126,3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,144,0,0,0,0,92,0,0,48,0,253,241,58,254,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,254,0,202,182,0,0,254,88,245,76,248,254,254,0,239,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,254,184,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,76,0,252,152,0,252,3,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,94,254,92,0,128,0,1,0,135,0,0,0,0,0,0,0,0,0,0,0,0,254,91,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,247,0,253,163,246,0,0,238,32,0,253,51,253,0,253,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,243,212,0,0,0,0,0,0,0,168,124,0,0,0,0
9,0,0,0,0,0,254,0,0,186,43,0,0,254,85,0,243,20,220,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,156,191,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,20,0,0,0,137,254,184,0,213,28,109,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,64,0,0,0,0,8,0,0,0,0,158,127,121,254,0,197,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,255,0,0,54,186,252,0,252,106,229,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,252,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,129,0,254,254,254,0,254,146,254,0,252,245,254,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,23,192,0,0,254,0,0,137,237,234,253,253,253,113,0,168,0,0,0,0,0,0,247,0,0,0,0,0,253,113,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,102,0,0,0,0,0,0,0,105,0,254,211,42,248,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,62,0,0,242,254,0,254,0,12,254,0,96,0,0,134,0,0,0,0,0,0,190,0,0,0,0,0,254,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,169,254,0,254,254,118,0,4,254,254,0,236,254,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,252,0,231,252,0,0,252,0,0,0,0,0,252,0,0,10,0,252,0,0,0,0,252,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,253,0,253,253,208,0,160,253,232,211,253,190,253,0,253,0,2,156,253,253,0,253,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,32,0,191,0,0,0,0,253,0,0,109,0,0,109,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,228,0,0,81,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,243,0,0,0,0,255,0,0,206,0,0,102,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,252,0,74,252,0,0,75,251,238,252,252,252,252,0,186,0,18,79,96,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,254,0,0,189,0,0,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,254,0,253,0,0,0,0,240,0,253,191,191,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,84,0,0,0,225,253,252,0,162,84,0,0,63,0,0,0,0,253,0,19,252,0,252,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,254,0,173,101,141,0,120,254,254,0,254,254,254,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,255,254,187,0,0,0,0,0,96,254,115,0,0,0
1,0,0,0,0,0,254,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,59,0,252,190,0,0,206,0,0,122,211,252,122,252,252,205,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,113,252,0,253,27,0,0,0,0,0,252,15,0,128,0,149,0,0,0,0,252,0,0,0,0,0,0,0,252,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,131,0,0,254,0,0,0,254,239,254,243,254,254,254,0,254,0,0,0,0,194,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,169,0,0,0,0,253,189,0,93,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,93,253,253,253,253,198,120,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,32,0,250,237,253,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,253,162,0,0,0,0,0,0,0,0,162,0,0,0,0,0
2,0,0,121,0,252,252,0,169,79,133,0,252,190,252,148,255,253,253,0,252,0,0,0,39,253,0,252,50,0,0,0,0,252,252,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,252,0,0,38,0,38,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,104,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,85,0,0,0,0,0,0,55,0,0,253,148,192,252,0,126,0,22,237,252,231,0,103,0,179,0,0,93,207,19,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,164,0,253,253,253,0,253,40,219,0,217,253,224,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,253,253,223,0,0,0,0,0,0,0,0,134,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,42,0,0,11,0,21,150,0,119,0,0,0,0,192,88,238,0,32,0,16,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,254,0,253,0,0,238,0,0,0,0,0,0,218,91,0,252,0,0,0,0,0,0,45,0,0,0,0,0,0,0,197,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,205,0,0,0,227,254,254,254,254,254,254,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,248,229,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,132,0,0,0,0,0,252,252,252,252,252,252,252,0,0,0,0,0,0,60,0,0,0,0,0,0,0,30,0,0,231,0,0,0,0,49,103,103,252,252,163,104,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,11,0,253,0,0,0,0,252,0,0,252,108,138,215,21,227,0,252,0,0,0,0,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,122,252,0,85,252,0,0,74,253,253,92,252,252,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,128,0,254,30,0,0,254,204,254,187,254,254,254,0,254,0,7,254,254,206,0,254,0,254,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,254,0,74,0,0,39,87,0,221,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,237,254,130,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,190,252,0,252,252,66,0,30,0,0,212,0,0,0,0,0,0,0,121,252,0,0,252,0,0,0,0,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,19,0,253,19,0,0,253,251,251,251,251,251,223,0,0,0,32,251,251,221,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,171,238,93,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,253,0,47,0,0,47,15,0,93,0,0,0,17,93,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,253,0,27,254,0,0,253,82,245,222,216,253,254,0,30,0,0,0,21,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,14,0,189,181,0,4,252,0,0,253,252,252,64,212,110,29,0,41,0,0,0,0,252,0,50,0,0,0,0,0,38,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,10,0,0,0,0,0,254,192,192,253,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,91,151,213,252,253,212,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,255,0,252,0,0,0,0,252,0,0,0,0,252,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
