"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Prediction"
"3433",7.181216e-06,5.276714e-07,1e-07,0.0003363023,0.003161459,0.0001108958,1.181686e-07,0.000786819,0.00122425,1,9
"3434",0.0004098518,0.997896,1e-07,1.358468e-06,4.76881e-05,1.194851e-05,0.0003568982,0.0002240484,1.255365e-06,8.069512e-05,1
"3435",0.0003938417,3.39282e-07,0.0003337386,0.9947691,0.0009310594,0.05310977,0.002108043,0.000561741,0.002521795,0.001259486,3
"3436",1.970277e-05,3.880738e-08,0.003659618,0.01000147,0.0002085758,0.001308522,1.711985e-05,0.9840911,7.407625e-06,0.009834059,7
"3437",0.002736482,5.697259e-08,0.06370218,0.0006584776,5.481779e-05,0.000620925,0.00265501,9.298847e-05,0.9930377,0.07201012,8
"3438",7.463966e-07,0.004956904,3.494859e-06,9.775007e-06,0.9999869,0.000183125,7.313881e-06,0.00530092,1.907716e-05,6.824421e-05,4
"3439",3.082656e-06,0.8870293,2.223273e-07,0.0006186027,5.769661e-05,0.000162121,2.477385e-05,0.3370316,4.815653e-07,0.00054901,1
"3440",1.71854e-07,3.049286e-06,0.001038285,0.00152644,1e-07,2.731951e-07,1e-07,1,2.35285e-06,0.001614084,7
"3441",0.0007295694,0.005457628,8.049676e-07,6.097369e-05,0.0005645081,0.0004023863,0.01813964,0.0001651267,0.0006329345,0.2041595,9
"3442",0.004811769,3.489328e-09,0.02112949,0.01227658,1.303548e-05,0.006395858,5.058509e-05,0.9693644,0.0001443586,0.007519147,7
"3443",5.676972e-07,0.9989283,2.703412e-05,4.472932e-05,0.0002161423,4.815204e-07,6.408706e-05,0.001095383,3.04288e-05,0.001620694,1
"3444",0.008772005,1.977503e-06,1e-07,5.35996e-07,0.0002057597,0.9999994,3.886185e-07,0.0003201403,0.08623895,0.2189533,5
"3445",0.0002218097,1.873913e-05,0.0002872985,1.366193e-05,0.9999889,0.0001111357,0.0008754886,0.005159936,3.525695e-06,0.002851147,4
"3446",1,2.290928e-08,0.001773791,0.002840329,0.002092496,0.0002990738,0.0009893617,0.0005493588,0.003147502,0.002540437,0
"3447",1,2.341091e-07,5.739253e-05,2.997944e-06,1.828649e-06,3.24697e-06,5.677612e-05,0.0001296603,0.0005311695,0.01345037,0
"3448",1,0.01005293,2.280353e-05,6.098559e-05,2.075461e-06,0.0181415,0.001500827,0.0002828186,0.0008109349,0.003258639,0
"3449",0.00013433,5.568091e-07,0.0001314891,0.07561117,0.0008003281,0.2493084,0.02339878,9.374543e-06,0.06867593,4.116817e-06,5
"3450",1.29664e-05,2.823222e-06,2.286259e-05,0.0004258498,0.01869334,0.801045,4.585457e-05,0.0004394161,0.04760002,0.4744303,5
"3451",0.0001387325,6.847333e-08,0.0006318376,0.0002842685,2.015544e-05,0.002195578,0.0001359434,3.037462e-06,0.9999997,0.003098727,8
"3452",3.36817e-07,1.539464e-05,0.0002485118,0.9999999,2.270478e-06,0.0008950896,5.021446e-05,3.232637e-05,8.513214e-05,3.652952e-05,3
"3453",0.9999997,1.371463e-06,0.001254345,0.003902462,0.0001741155,0.000190523,0.005072174,7.558059e-06,0.004456739,0.0009873237,0
"3454",3.718384e-05,2.732594e-06,2.442402e-07,0.0006889744,1,0.0001883628,5.867238e-05,0.02240178,3.059092e-05,0.001207175,4
"3455",7.313496e-05,0.9985197,1.374825e-07,1e-07,0.000947452,0.001603184,0.0008575471,0.001586803,8.889112e-05,6.242101e-06,1
"3456",0.0005829722,5.420724e-08,0.9912866,0.002822382,0.02344651,0.006599649,0.002309285,0.00831354,0.006989523,0.05524677,2
"3457",9.974116e-07,2.059085e-08,0.001784564,0.01915998,0.002422615,0.0008927511,0.0007122302,4.238723e-05,0.9999987,0.001087348,8
"3458",5.304099e-07,0.9995988,4.535666e-07,4.914301e-05,0.0004730543,1.243893e-05,6.732013e-05,0.0016523,5.494834e-06,0.009344079,1
"3459",1,2.480799e-07,5.247689e-05,6.149616e-05,2.033548e-06,4.883092e-06,0.0005242014,7.788721e-06,0.000105141,0.0003140519,0
"3460",0.0009745557,2.118601e-08,3.055685e-05,4.116993e-05,1.624651e-05,0.1480742,0.005026028,0.0003994858,0.9876793,0.001614764,8
"3461",0.001104087,4.860384e-07,4.003823e-06,1.936105e-07,2.108371e-06,0.001207253,0.0006580433,0.000109763,0.9999999,0.001426645,8
"3462",1e-07,1.847892e-08,7.189229e-05,1,3.399853e-05,0.000589957,6.007461e-06,1.351734e-05,1.786704e-05,0.002042412,3
"3463",5.565834e-05,9.257264e-08,0.0001293392,0.0001388638,0.9999997,0.003421354,0.012366,0.006946871,4.209045e-05,0.0007598198,4
"3464",5.110039e-05,1.550934e-07,0.0002253941,1.053867e-05,0.002703944,0.06694039,0.8034258,0.001386165,2.57773e-06,0.01095764,6
"3465",0.0001256558,3.451227e-06,4.475824e-06,0.002322708,0.000527412,9.015426e-05,1e-07,0.01770464,0.02036444,0.9959267,9
"3466",1.208461e-05,1.545748e-06,1.851201e-05,1,1e-07,6.062923e-05,1e-07,6.871702e-05,6.504262e-05,0.005005672,3
"3467",0.003123263,8.111249e-07,0.9999995,0.003822158,0.001192778,0.006148135,0.007525794,0.003529547,0.0022085,0.01728554,2
"3468",3.778507e-05,4.017566e-07,2.939217e-05,0.01022963,7.430503e-07,0.00271686,1e-07,1,7.46471e-06,0.001584993,7
"3469",0.0002818606,3.43323e-09,0.9999991,0.004700215,1e-07,0.004352506,0.05550991,5.102621e-05,0.0001375139,2.334067e-07,2
"3470",0.0001185191,3.609826e-06,0.0001198946,2.444955e-05,0.003304826,2.685811e-05,0.9999981,1e-07,0.0007394693,6.97768e-07,6
"3471",0.0001332995,5.438166e-08,0.04402514,0.007179337,0.001564098,0.0003872933,7.684632e-06,0.005093739,0.9592729,0.001183143,8
"3472",5.593602e-05,0.9997643,1e-07,1.417059e-07,6.999689e-05,1.590875e-05,0.0007071501,2.690818e-05,9.501899e-06,2.931016e-05,1
"3473",0.9503086,4.959487e-11,0.005627681,0.0009131177,0.000430021,0.0136435,0.219769,0.0004835753,1.216043e-07,1.481474e-06,0
"3474",0.0003262281,0.9577067,1e-07,8.130033e-06,0.0003795185,9.551962e-05,0.000493831,0.01682309,8.4198e-07,0.001911622,1
"3475",9.475288e-05,1.224998e-06,0.0001057013,1e-07,1.543036e-07,8.999978e-07,1e-07,0.0005502535,0.9999998,0.002526899,8
"3476",0.0009691654,0.995736,0.0001224089,8.103343e-05,0.009241819,7.071445e-06,0.0003303572,0.006372508,1.956323e-05,0.004778013,1
"3477",2.100537e-05,0.005645806,5.873916e-05,1,2.778854e-07,3.730655e-05,8.995867e-07,8.170054e-05,8.671941e-06,0.0003175508,3
"3478",1e-07,9.269544e-06,0.02805052,0.0004127808,1.847625e-07,6.757327e-07,1e-07,0.9999997,3.589015e-05,0.0006970248,7
"3479",1e-07,0.006396745,2.880428e-06,0.0002010673,0.9434179,0.00401327,0.01506278,0.0006819268,2.080326e-05,0.052592,4
"3480",1e-07,1.603158e-09,1.281603e-05,0.0001276575,0.01404516,0.1103128,1.756936e-06,0.05340522,8.874923e-05,0.8599686,9
"3481",1.816599e-06,0.05319601,1.742907e-07,5.194343e-06,0.001743948,0.001465922,9.455582e-05,0.0001050267,0.2039034,0.9697587,9
"3482",3.885862e-05,0.002624718,0.0162553,0.995755,6.012783e-06,0.005921392,0.0005306068,0.001291886,0.002624827,0.001457871,3
"3483",1.139441e-05,2.416598e-07,0.00162938,2.715308e-06,1.298856e-05,1,0.000320558,0.0003787704,0.01226456,0.000350691,5
"3484",1,7.854067e-08,0.0006910134,0.002029751,0.0001035979,4.81824e-05,0.000209115,0.0003857494,0.000357201,0.002999523,0
"3485",5.395512e-07,2.577176e-06,2.347461e-06,1,1.29472e-05,6.614361e-05,1.586763e-05,3.13133e-07,0.0002253487,0.001241697,3
"3486",0.001393546,3.588673e-06,0.0002656482,0.002283663,0.03203061,0.143056,0.04956068,3.948889e-05,0.3367976,3.796719e-05,8
"3487",5.52938e-05,0.01509467,0.002589639,0.0002015582,0.9677378,1.033734e-05,0.02430913,0.002400731,0.005690766,0.001085623,4
"3488",3.869128e-06,4.338791e-08,1.0973e-05,6.848317e-06,1.732017e-07,4.752881e-05,1.058367e-05,7.517969e-05,1,0.02062646,8
"3489",0.002287561,5.568436e-07,0.001034039,9.484642e-06,0.002182225,0.0002087021,0.9999999,6.179346e-07,0.002599301,1.866406e-06,6
"3490",5.544314e-07,0.998858,3.477156e-05,2.902138e-05,0.0002267306,5.738087e-07,9.654143e-05,0.001619487,4.578099e-05,9.919532e-05,1
"3491",0.00483009,3.349727e-08,0.08672035,0.03368014,0.042416,0.09528566,0.02104817,0.01315977,0.03831704,0.08814513,5
"3492",7.330628e-07,6.446017e-06,1e-07,2.718296e-06,0.001153223,1.646387e-05,1e-07,0.0002117391,0.000711592,0.9999972,9
"3493",3.75567e-05,0.02422014,0.001436117,9.025283e-05,6.370478e-05,0.0006542389,0.999999,9.550542e-06,0.0004051207,2.914252e-06,6
"3494",0.002498129,9.881213e-09,0.002088157,0.0002068383,0.003018724,0.0002763512,0.9999999,5.789718e-05,1.942704e-05,0.0001265233,6
"3495",0.0002553445,0.01694285,0.0002468248,4.291036e-05,0.0003272529,0.0004641903,0.9999986,1.919377e-06,0.002233268,1.011637e-06,6
"3496",3.587732e-06,0.9957847,4.516491e-05,3.119622e-05,0.003796302,1.520325e-07,4.488605e-05,0.00850048,1.203455e-05,0.0009210386,1
"3497",1.537582e-05,2.786358e-06,1e-07,8.003751e-05,0.001158418,0.0007304143,1.94481e-07,0.0004693116,0.0001921962,0.9999999,9
"3498",1,2.575847e-09,0.0001337932,1.375482e-05,1e-07,1.869387e-05,1.068441e-05,2.606133e-05,0.0003523166,0.005353707,0
"3499",0.002366862,4.817282e-07,0.105711,0.9840531,0.007716641,0.007074314,0.002207895,0.002871883,0.005780509,0.0008569706,3
"3500",1.650061e-05,0.5185779,1e-07,0.0002242612,8.216767e-05,0.0001099642,0.005438262,0.0005042211,3.125759e-06,0.0159224,1
"3501",0.0001361102,2.334739e-07,3.489173e-05,0.004676515,3.303548e-05,0.001162027,0.002400011,9.800073e-07,0.9999957,0.01252368,8
"3502",1.069952e-07,1.262501e-06,6.559376e-07,0.0001996946,0.9999968,0.01627565,0.0002226365,0.03587316,1.90905e-07,0.0002385778,4
"3503",0.005205194,0.007952769,1.063442e-05,0.0002409056,0.006973213,0.0141639,0.8180715,2.768084e-06,0.02995772,0.0001876303,6
"3504",0.0001171744,2.016287e-07,0.0005815763,0.9970561,0.001972662,0.05556122,0.004555075,0.001010134,0.001024906,0.003068942,3
"3505",4.359892e-05,0.00602707,2.334315e-06,3.195611e-06,0.002249632,0.0001078949,1,2.362246e-07,0.0001184319,1.806743e-06,6
"3506",0.000187705,8.61751e-10,0.0003178038,5.632639e-05,2.185352e-05,0.000273375,0.002163976,0.0008953707,0.9657266,0.4131548,8
"3507",0.000367475,6.153858e-08,1.220914e-06,0.001018436,2.349039e-06,6.019389e-05,1e-07,0.004874277,0.000162817,0.9999983,9
"3508",0.0002700969,0.02105247,3.87794e-06,0.000160941,0.0009367771,1.809086e-05,1.346096e-06,0.02504419,0.0040995,0.9967582,9
"3509",1e-07,4.893925e-09,1e-07,0.04251004,0.0008301474,0.9999899,0.0002072991,1e-07,3.073576e-05,0.003174585,5
"3510",0.000167142,0.9994837,1e-07,1.378155e-05,0.0005993839,0.0003289943,0.002477515,0.002063682,1.010139e-07,0.00304505,1
"3511",0.02759166,5.892267e-07,0.05828806,0.0005420288,9.040865e-07,7.679301e-05,0.0002308306,0.0006720546,0.9730122,0.001156665,8
"3512",1,1.856738e-05,1.960931e-06,0.0001380054,0.01667384,1.771523e-05,0.0003654458,0.0004636432,1.743784e-06,0.002420625,0
"3513",3.848183e-06,3.458207e-06,0.9999993,8.75321e-05,3.875099e-05,1.255067e-05,0.007303647,0.0006116988,0.001538917,5.018089e-05,2
"3514",1,1.014573e-07,0.000719342,6.798723e-06,4.335015e-07,6.227529e-05,0.0001925982,4.667315e-05,0.0006309233,0.003171497,0
"3515",0.01998629,2.385537e-09,0.03124001,0.000479231,7.323049e-07,9.977105e-05,0.0001016345,0.0006632072,0.9999981,0.001580369,8
"3516",3.769917e-06,2.878522e-08,1e-07,7.752542e-06,0.0001671544,0.0001547121,6.111844e-06,0.0002413806,0.002575614,0.9999999,9
"3517",2.879528e-05,3.956721e-06,5.625781e-05,0.03991057,0.0007309042,0.9999999,0.001450795,1.039167e-05,1.315144e-05,4.131443e-05,5
"3518",1.271428e-07,9.418956e-07,0.8921048,0.008724096,1.935872e-06,3.657649e-05,2.380895e-05,0.3435335,0.002790392,0.0001610944,2
"3519",0.9999999,1.540397e-05,5.279746e-05,4.520118e-06,1.782172e-07,0.0001070143,0.000147122,0.0001284034,0.0005777248,0.005663685,0
"3520",0.001250503,0.9992934,1e-07,3.732237e-06,0.0002682559,2.041252e-06,0.0003249401,3.024876e-05,2.788612e-06,0.000142296,1
"3521",0.0002014101,0.9035755,3.81381e-07,0.0001294366,0.0505953,0.002202402,0.001618918,0.008740187,2.10393e-05,0.04718577,1
"3522",6.698862e-05,5.265746e-08,0.004235151,0.04570578,3.399994e-06,2.2895e-05,1.829934e-07,0.9905714,0.001289254,0.2839891,7
"3523",0.0999658,5.598218e-09,0.9891167,0.00246117,2.193015e-05,0.0007642805,0.1239103,2.636295e-05,1.59515e-05,2.054875e-05,2
"3524",0.0002399418,3.823077e-06,2.263834e-06,5.45013e-05,6.740396e-05,0.000424421,5.145342e-05,2.158962e-05,0.9999934,9.694375e-06,8
"3525",0.0004539972,0.9996713,1e-07,4.94291e-06,7.507789e-05,2.803642e-05,0.0007365712,5.33776e-05,1.047567e-05,9.127155e-05,1
"3526",0.0006240277,4.426623e-06,3.256922e-06,0.04817516,3.925567e-06,2.693289e-05,0.0001862752,3.737411e-05,1,0.001841265,8
"3527",0.01253928,1.423262e-06,0.03903755,0.04136115,1.07375e-07,6.584208e-07,2.419782e-05,0.0001004621,0.284966,0.001391609,8
"3528",0.01222284,5.765469e-07,0.0161701,0.004321775,3.061465e-06,0.02226726,0.0002002854,0.01387976,0.1363535,0.01704233,8
"3529",3.846923e-05,7.948307e-08,0.0007876943,0.0133955,1e-07,8.869203e-06,1.517474e-06,0.9999995,2.011845e-05,0.0008176002,7
"3530",1.074116e-05,2.24938e-06,1.302121e-06,0.02412888,0.0006416916,0.9187656,8.805593e-05,7.664153e-06,0.5130387,0.03977998,5
"3531",0.0004622819,8.438033e-06,0.002009852,9.271344e-05,0.0001198282,4.557283e-05,1,3.994091e-07,8.419453e-05,6.069868e-06,6
"3532",1e-07,0.003831475,7.103679e-05,0.0003578593,0.3995215,3.667962e-05,0.000398348,0.1856165,4.629083e-06,0.002063712,4
"3533",0.0004992324,6.310029e-06,5.558926e-06,0.003889054,0.001999199,3.089148e-05,1.594037e-06,0.002661684,0.009919264,0.980434,9
"3534",1e-07,4.409794e-09,8.266848e-06,0.01759875,7.869691e-05,0.9907537,4.777933e-05,3.191988e-06,0.05626304,0.0001315333,5
"3535",6.543319e-07,1.073154e-05,0.003889486,0.0001336888,1e-07,8.063248e-07,1e-07,0.9999855,0.0001328921,0.007124486,7
"3536",2.330912e-06,3.813805e-07,1.722326e-07,0.006208769,0.9999998,0.001639693,1.996654e-05,0.003324022,2.22223e-05,0.003349535,4
"3537",0.0005916041,4.145487e-06,0.001283158,4.58328e-06,4.09803e-05,0.0006433602,1,1.582545e-06,0.00264843,2.263361e-06,6
"3538",0.0001867862,7.546576e-06,1.578986e-06,8.175277e-05,1,0.0008235123,0.002608748,0.003179605,7.868948e-07,4.258721e-05,4
"3539",3.609051e-07,4.492685e-06,1e-07,1.205401e-05,6.094371e-05,4.315083e-05,1e-07,0.0001679116,0.001810933,0.9999997,9
"3540",0.001097228,0.00916029,0.0009815425,6.698415e-06,6.748935e-06,0.0002214523,0.985129,0.0001239039,0.0002339206,2.695087e-05,6
"3541",1,6.918264e-07,0.001138768,0.0006522307,3.161905e-05,0.0001601403,0.0001659676,0.0002323484,0.0008193329,0.000854978,0
"3542",1,5.551652e-06,2.551071e-05,1.607359e-05,1e-07,6.844968e-05,0.001446696,0.0003827052,6.631042e-05,0.00273609,0
"3543",1e-07,0.007194966,7.850174e-07,2.034227e-05,0.9999967,0.00777641,0.001743316,3.966377e-05,2.702586e-05,0.01140802,4
"3544",2.559605e-07,1.221158e-08,8.647402e-05,0.9941147,2.684513e-05,0.01107335,0.0008514797,0.04381888,9.776147e-05,0.0001672459,3
"3545",1e-07,1.035424e-10,1.000957e-07,0.003028845,4.30778e-06,0.9999988,0.0004021256,8.913339e-06,7.461687e-05,0.00651289,5
"3546",1.659832e-06,3.228814e-06,0.0002552757,0.004915474,1e-07,1.138821e-06,1e-07,0.9999994,1.447895e-07,0.01819239,7
"3547",4.929353e-06,0.9996293,3.378801e-07,2.2407e-06,0.000750763,1.684934e-05,0.0004445582,0.0003300638,3.445382e-06,0.001451534,1
"3548",2.024218e-05,4.479591e-08,0.7665815,0.0005570127,0.0006888073,6.637381e-05,0.0002373751,0.1038849,8.727201e-06,8.172831e-05,2
"3549",1.87238e-06,0.9981752,4.332387e-06,5.735483e-06,0.001236866,2.377673e-06,0.0004008388,0.00171635,9.591952e-06,0.0007377954,1
"3550",0.0003951862,3.479359e-07,1.342033e-05,3.921562e-05,0.001079143,0.0004149748,9.383154e-05,0.006691538,0.006783866,0.9999907,9
"3551",0.00342355,4.996467e-07,1,0.02331003,8.228658e-07,0.000315297,0.0003080727,0.0001295416,1.457844e-05,0.0004501305,2
"3552",4.00511e-05,0.9998426,1e-07,1.286128e-06,0.003976087,0.0001996838,0.001735097,0.0002403181,7.557173e-06,0.0002475137,1
"3553",8.391982e-06,0.00290808,1.247e-05,0.9999955,2.469155e-06,0.002183287,0.003758738,2.577677e-06,1.122414e-05,7.201823e-06,3
"3554",2.103777e-05,0.9985572,4.303534e-06,1.383256e-05,0.001070223,4.60773e-05,0.000231438,0.001788396,8.202047e-05,0.001326373,1
"3555",3.911623e-07,8.685085e-07,1.283976e-06,0.0001597257,0.000430347,7.483495e-06,4.408426e-07,0.001709319,0.002096572,0.9999998,9
"3556",1.301615e-05,0.99907,8.184197e-07,3.073457e-05,0.0005827382,4.493658e-05,0.0002412592,0.0003883098,9.184673e-06,0.006022731,1
"3557",0.000270958,0.002848503,5.407765e-06,7.264511e-07,0.0002226531,0.001739862,0.001552099,0.0009529477,0.9999997,0.0004435267,8
"3558",6.499077e-06,3.37931e-09,0.0008664921,0.001164009,0.0002176914,0.9999952,0.008466928,0.0002510364,0.1471895,1.080819e-05,5
"3559",0.002369951,2.926608e-08,0.0006316748,0.01080595,0.0001424371,0.009155442,0.001650841,0.000539976,0.9999974,0.02019503,8
"3560",0.006046927,1.054119e-06,0.01240908,0.1148477,3.841872e-05,0.001691343,6.696307e-06,0.9395584,9.87255e-05,0.01388433,7
"3561",0.0001278087,4.485423e-07,0.0002933731,1.191248e-06,0.001519558,6.035097e-05,2.394678e-07,0.00293481,0.00876647,0.9620562,9
"3562",1.196955e-06,1.454821e-09,0.0005003486,0.9709104,0.000228162,0.02243058,0.0009465842,0.01252394,0.001036597,4.995908e-05,3
"3563",0.000886215,1.169312e-09,0.9727535,0.01211452,0.01642843,0.0069717,0.006928079,0.03067591,0.02012973,0.0118158,2
"3564",0.0005436781,5.832043e-07,0.002147531,0.9999994,0.0001334174,0.007026263,0.0003127028,0.0002032945,0.0005187658,0.0006447014,3
"3565",0.0001297649,7.581233e-10,0.0002191038,1e-07,1e-07,0.07457866,0.9999997,2.987073e-06,5.193338e-05,1.875647e-06,6
"3566",6.873493e-05,0.9999255,1e-07,1.761627e-07,0.005287658,7.647303e-05,0.001370588,0.0007499104,3.275664e-07,0.0001425539,1
"3567",1.301722e-05,0.06052474,8.648294e-06,0.02344079,0.00948582,0.0003249956,1.741057e-05,0.1608362,2.425335e-07,2.23832e-05,7
"3568",4.432379e-06,2.088285e-09,4.797069e-06,0.007681922,0.0008417965,1,9.889403e-05,0.0003144018,0.0003877626,0.009057948,5
"3569",0.001887866,3.096737e-07,0.6801914,0.004518474,0.005271141,0.0007622505,0.002361242,0.002301352,0.0942701,0.1558058,2
"3570",3.382817e-07,2.297268e-08,0.9999996,0.0001615024,1.285285e-05,0.000218576,0.0008343893,0.004937657,3.2185e-06,0.01972871,2
"3571",0.0003631705,1.684218e-09,0.0006733987,2.390194e-05,3.186938e-06,0.002245292,1,1e-07,1e-07,1e-07,6
"3572",1.161429e-05,1.858565e-05,0.0005965874,0.9999996,2.523097e-05,0.01646768,0.0004149892,6.128839e-05,0.0001340015,0.001011022,3
"3573",2.115632e-05,1.688931e-07,0.001040399,0.001929696,0.000114513,0.007494962,5.377377e-06,0.9600164,0.003834211,0.001028592,7
"3574",1,0.004562762,3.017458e-06,0.00141877,1.781214e-06,9.711971e-06,7.22497e-05,2.744914e-05,0.001514081,0.00931486,0
"3575",1e-07,3.21805e-07,8.42486e-07,0.000418559,7.500023e-06,1,0.0008510354,4.040214e-05,2.566134e-05,9.603776e-05,5
"3576",0.0002997619,3.767269e-08,0.03174069,3.244219e-06,9.455614e-06,0.0345952,0.8848302,6.14556e-05,0.003491192,0.0007998006,6
"3577",1.23368e-06,0.0297413,0.0001619129,0.001950786,1.424394e-06,3.080163e-06,1.015634e-05,0.9687379,2.867822e-05,0.03270285,7
"3578",3.870912e-05,0.003145907,3.355521e-07,2.280753e-05,0.03176323,6.923669e-05,1e-07,5.945402e-05,0.000893692,0.9946752,9
"3579",0.0003594031,5.563919e-08,0.0001308721,0.1077826,0.02312873,0.0335298,0.9939643,9.090482e-06,2.727274e-05,1.199208e-06,6
"3580",0.004952517,0.00302265,0.001893568,0.002142317,3.451674e-06,1.501455e-05,4.909272e-07,0.2308127,0.9835581,0.0005445779,8
"3581",3.174362e-06,7.751021e-07,0.006657473,0.005776988,0.006885418,0.001416293,0.9801252,1.597936e-06,0.0025767,1.210146e-06,6
"3582",0.9999957,0.002994122,6.217942e-07,0.005229945,1.066751e-06,0.001408757,0.02791587,1e-07,0.001099799,0.0002932948,0
"3583",0.0004927917,1.059417e-07,0.005580067,0.002512599,0.02612056,0.0008772718,1.22605e-05,0.01332196,0.01081546,0.959393,9
"3584",1.063801e-06,8.173966e-09,1.108174e-05,0.0005516331,9.257825e-05,1,0.0003695936,0.0003065603,0.0003253371,1.312385e-05,5
"3585",3.789194e-06,0.004085992,1e-07,5.153409e-07,0.000115913,0.001231109,2.3841e-06,0.009373508,0.06448562,0.9999995,9
"3586",2.48821e-06,0.01405359,2.791902e-06,4.450833e-05,0.9432182,2.062783e-05,0.04598427,1.835356e-05,0.003152639,0.004241922,4
"3587",0.002382234,0.9987326,1e-07,2.636294e-07,0.0002446542,0.0001190037,0.0002675825,0.000233186,1.736732e-07,1.286262e-05,1
"3588",1.772389e-05,3.973337e-07,5.487921e-07,1.598396e-06,0.0001851875,7.774453e-06,1.406866e-07,0.001758032,0.001436428,0.9951303,9
"3589",0.0005162056,3.902048e-09,0.002425253,0.02744592,0.002738286,0.9999837,0.004270343,0.00247,0.006185546,2.102516e-05,5
"3590",0.4442591,0.002551648,3.312903e-06,0.01618841,8.878838e-05,0.004594852,0.01770714,1e-07,0.8095758,0.0003775854,8
"3591",3.936301e-07,4.944636e-08,0.001521912,0.07642938,0.0005356566,7.648991e-05,2.290436e-07,0.9926569,2.432397e-05,0.01561397,7
"3592",0.003010302,4.004949e-06,0.05462417,0.01996268,0.01490516,0.01818603,0.9483051,2.942125e-05,0.01409783,0.0007213163,6
"3593",0.000361942,1.810353e-08,0.9846016,0.00624296,0.09193167,0.006142633,0.00498159,0.02898374,0.01039828,0.0125073,2
"3594",0.0006499299,1.240343e-05,7.31707e-05,0.0001669138,0.00427562,0.9965575,0.00412,2.249578e-05,0.01998247,0.0001216335,5
"3595",0.0004748937,2.146164e-08,0.00214043,0.002501958,0.000376918,1,0.0007991289,0.007163839,0.0009210234,0.0007230524,5
"3596",0.01185557,0.01774012,2.885589e-05,1e-07,1.894165e-06,0.0006630249,1,1e-07,0.000134998,1e-07,6
"3597",0.004375603,4.165115e-08,8.49753e-06,0.0001107232,5.622536e-05,6.020461e-05,1,1e-07,1.504293e-06,2.514712e-07,6
"3598",1,3.650022e-06,0.0008325338,6.360403e-05,5.33792e-05,5.432094e-06,0.0002960985,0.0001541558,0.0002826465,0.001305466,0
"3599",0.0001973032,1.120181e-05,5.527947e-05,0.0002330125,0.99999,0.002523284,0.001698549,0.004418107,0.004280998,0.006771955,4
"3600",6.36285e-07,2.28112e-09,0.0002995683,0.9938953,0.0001059037,0.01178165,0.00134063,0.002454089,0.002819435,1.197391e-05,3
"3601",4.167013e-06,6.585581e-08,9.620035e-07,0.0001234647,0.00082367,0.0009945709,5.559823e-05,6.048486e-07,0.9904502,0.04431045,8
"3602",0.0003776054,2.817256e-07,1.207105e-05,0.0003484083,0.9999999,7.360639e-06,0.0002484297,0.05176956,1.849134e-05,0.0004087627,4
"3603",0.0001566045,1.050493e-08,0.0001635642,0.9999957,1.047137e-07,0.003935993,7.810036e-07,0.0001211363,4.117628e-06,0.0001786373,3
"3604",4.915567e-05,2.520948e-09,0.0007429837,0.003657585,0.02047897,0.9970205,0.1267791,0.00165235,0.0001707673,0.0008457677,5
"3605",1,9.868045e-08,0.001544614,0.0007540284,0.0008318014,0.0006329126,0.000819344,0.005036643,0.002224903,0.0104455,0
"3606",2.664363e-06,1.058415e-05,0.9968349,0.005174917,1.120099e-07,0.0001273997,0.0001837062,0.02528337,9.521505e-07,9.853906e-05,2
"3607",0.0001742851,1.079761e-06,0.000213689,0.002006927,0.001397374,0.0004708238,1,1e-07,7.60174e-06,1.779668e-07,6
"3608",0.0001413505,4.892529e-08,0.0001502023,0.08841567,0.1248313,0.5602698,0.4548002,0.0001565972,0.00322105,0.002647897,5
"3609",1,1.735271e-06,1.324681e-06,1.13985e-06,1e-07,2.519622e-07,0.000275443,1.394686e-05,0.0003464909,0.0005079559,0
"3610",0.0007183381,1.198099e-07,0.9248836,0.02667113,7.571885e-05,0.0007498587,0.00151927,0.0796482,5.081552e-05,0.0002163828,2
"3611",0.0003722338,4.509086e-06,0.001322685,3.686528e-06,5.356651e-05,0.001018698,1,2.041259e-06,0.000135401,3.149097e-06,6
"3612",0.9350213,5.15413e-08,0.01370697,0.0197991,0.003594596,0.0006277733,0.005422706,0.005688957,0.006121805,0.004048889,0
"3613",0.002066643,1.420621e-07,0.1918238,0.007313173,0.1088132,0.009819344,0.7395176,0.0002678317,0.00830248,0.001323001,6
"3614",1,2.025606e-07,0.0005337904,0.0001175353,4.322726e-06,0.002374764,0.002837405,0.0001098441,0.000876097,0.0140013,0
"3615",5.468188e-05,2.652429e-06,2.320439e-05,0.01916064,0.0006669053,0.9999967,0.001108532,0.0004189888,0.000823247,1.031105e-05,5
"3616",0.0001218243,3.966437e-08,0.006300266,0.9412647,0.002867195,0.07691374,0.003398723,0.0009146146,0.04456979,0.003369898,3
"3617",8.990629e-05,3.23321e-07,0.002099453,0.001308068,0.001585758,0.004087694,0.9953476,1.139944e-05,0.002419451,0.0002440659,6
"3618",3.306068e-06,0.9965145,1.363219e-06,2.696055e-05,0.002562125,3.828812e-05,0.0009113273,0.002511982,9.498015e-06,0.005161417,1
"3619",0.001083016,9.111672e-07,1.076632e-05,7.945339e-05,0.001577515,4.738145e-05,7.24125e-05,0.001414084,0.002241436,0.9960236,9
"3620",5.648698e-07,4.056467e-08,0.0001262412,1,4.105314e-06,0.0001935145,0.0001191883,0.0002924943,3.159339e-05,2.284438e-05,3
